name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
BrasilPortu,"428-430 Bearwood Rd, Bearwood, Smethwick",07312 764879,https://www.brasilportu.uk/,grocery_or_supermarket,Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 8:00 PM,Wednesday: 10:00 AM – 8:00 PM,Thursday: 10:00 AM – 8:00 PM,Friday: 10:00 AM – 9:00 PM,Saturday: 10:00 AM – 9:00 PM,Sunday: 10:00 AM – 5:00 PM
The British Queen,"133 Birmingham Rd, Oldbury",07483 122115,http://britishqueenskitchens.co.uk/,meal_takeaway,Monday: 12:00 – 10:30 PM,Tuesday: 3:00 – 10:30 PM,Wednesday: 3:00 – 10:30 PM,Thursday: 3:00 – 10:30 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 10:00 PM
Ama Restaurant,"89 Cape Hill, Warley, Birmingham, Smethwick",0121 558 6998,https://ama-restaurant-restaurant.business.site/?utm_source=gmb&utm_medium=referral,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Mr Greek Giro,"423 Bearwood Rd, Bearwood, Smethwick",0121 429 7857,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Aaron's Kitchen,"Unit 5, Tollgate Shopping Precinct, Smethwick",0121 555 8400,https://aaronskitchenonline.com/,restaurant,Monday: 11:30 AM – 9:30 PM,Tuesday: 11:30 AM – 9:30 PM,Wednesday: 11:30 AM – 9:30 PM,Thursday: 11:30 AM – 9:30 PM,Friday: 11:30 AM – 9:30 PM,Saturday: 11:30 AM – 9:30 PM,Sunday: 11:30 AM – 9:30 PM
Formula Jamaican Restaurant,"369 Bearwood Rd, Bearwood, Smethwick",0121 439 9051,Not Available,restaurant,Monday: Closed,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 9:30 PM,Sunday: 12:30 – 6:00 PM
Golu Da Dhaba,"160 Rolfe St, Smethwick",0121 558 1947,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
Kings of Punjab restaurant & banqueting,"304 High St, Smethwick",0121 565 5518,http://www.kingsofpunjab.co.uk/,bar,Monday: 1:00 – 10:00 PM,Tuesday: 1:00 – 10:00 PM,Wednesday: 1:00 – 10:00 PM,Thursday: 1:00 – 10:00 PM,Friday: 1:00 – 10:00 PM,Saturday: 1:00 – 10:00 PM,Sunday: 1:00 – 10:00 PM
Club 99 bar & grill,"173 Tat Bank Rd, Oldbury",0121 552 4777,http://www.club99oldbury.co.uk/,bar,Monday: 3:00 – 10:00 PM,Tuesday: 3:00 – 10:00 PM,Wednesday: 3:00 – 10:00 PM,Thursday: 3:00 – 10:00 PM,Friday: 3:00 – 10:00 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:30 PM
Red Cow,"296 High St, Smethwick",0121 558 0272,https://redcowpubandgrill.com/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Avenue Bar Restaurant & Grill,"151 Rolfe St, Smethwick",0121 558 1234,Not Available,meal_takeaway,Monday: 10:00 AM – 11:00 PM,Tuesday: 10:00 AM – 11:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 10:00 AM – 11:00 PM,Friday: 10:00 AM – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 11:00 PM
Taste of Kabul,"268 High St, Smethwick",0121 565 5500,Not Available,meal_delivery,Monday: 1:00 – 10:00 PM,Tuesday: 1:00 – 10:00 PM,Wednesday: 1:00 – 10:00 PM,Thursday: 1:00 – 10:00 PM,Friday: 1:00 – 10:00 PM,Saturday: 1:00 – 10:00 PM,Sunday: Closed
Sultan Moroccan restaurant,"40 Cape Hill, Smethwick",07960 429892,https://sultan-moroccan-restaurant.business.site/?utm_source=gmb&utm_medium=referral,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Bearwood Pizza,"S, 609 Bearwood Rd, Bearwood, Smethwick",0121 429 9666,https://bearwoodpizza.co.uk/dniX,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Woodlands Bar & Grill,"108 Woodlands St, Smethwick",0121 448 8480,https://woodlandsbarandgrill.com/,bar,Monday: Closed,Tuesday: 3:00 – 10:30 PM,Wednesday: 3:00 – 10:30 PM,Thursday: 3:00 – 10:30 PM,Friday: 3:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:30 – 10:30 PM
Sandhu Di Haveli,"160 Rolfe St, Smethwick",07440 602070,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
Amritsari Tarka,"261 High St, Smethwick",0121 238 5691,https://amritsaritarka.com/,restaurant,Monday: 9:00 AM – 9:30 PM,Tuesday: 9:00 AM – 9:30 PM,Wednesday: 9:00 AM – 9:30 PM,Thursday: 9:00 AM – 9:30 PM,Friday: 9:00 AM – 9:30 PM,Saturday: 9:00 AM – 9:30 PM,Sunday: 9:00 AM – 9:30 PM
Veggie Hut Smethwick,"273 High St, Smethwick",0121 532 8970,http://www.veggiehut.co.uk/,meal_takeaway,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
AZMAR Restaurant & grill,"284D High St, Smethwick",07507 385899,Not Available,restaurant,Monday: 10:30 AM – 10:30 PM,Tuesday: 10:30 AM – 10:30 PM,Wednesday: 10:30 AM – 10:30 PM,Thursday: 10:30 AM – 10:30 PM,Friday: 10:30 AM – 10:30 PM,Saturday: 10:30 AM – 10:30 PM,Sunday: 10:30 AM – 10:30 PM
Chilli Massala,"273 Bristnall Hall Rd, Birmingham, Oldbury",Not Available,https://chillimassalab68.com/order-now,meal_delivery,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Angella Caribbean Takeaway,"151 Vicarage Rd, Oldbury",0121 530 8975,https://angellacaribbeantakeaway.co.uk/,meal_takeaway,Monday: Closed,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 9:00 PM,Saturday: 12:00 – 9:00 PM,Sunday: 12:00 – 9:00 PM
Eagles Caribbean Take Away,"63 Church Rd, Smethwick",0121 565 1093,Not Available,restaurant,Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 8:00 AM – 8:00 PM,Sunday: 8:00 AM – 8:00 PM
Blu Magic Foods,"113-114 Three Shires Oak Rd, Bearwood, Birmingham, Smethwick",0121 612 1212,Not Available,meal_takeaway,Monday: 4:00 – 11:30 PM,Tuesday: 4:00 – 11:30 PM,Wednesday: 4:00 – 11:30 PM,Thursday: 4:00 – 11:30 PM,Friday: 4:00 – 11:30 PM,Saturday: 4:00 – 11:30 PM,Sunday: 4:00 – 11:30 PM
Sob & Ted Caribbean And English Restaurant,"36a Windmill Ln, Smethwick",0121 729 6906,https://sobtedcaribbeanandenglishrestaurant.co.uk/fu7f,meal_takeaway,Monday: 9:00 AM – 9:50 PM,Tuesday: 9:00 AM – 9:50 PM,Wednesday: 9:00 AM – 9:50 PM,Thursday: 9:00 AM – 9:50 PM,Friday: 9:00 AM – 9:50 PM,Saturday: 9:00 AM – 9:50 PM,Sunday: Closed
Desi Roti & Curry,"158 Cape Hill, Smethwick",0121 558 8866,Not Available,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Latin Cafe & Restaurant,"Unit 3, Wattville Road Industrial Estate, Wattville Rd, Birmingham, Smethwick",0121 649 9989,https://thelatincafe.co.uk/,cafe,Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: Closed
Queens Head Balti,"279 Londonderry Rd, Oldbury",0121 552 9606,Not Available,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Watan Afghani restaurant,"40 Cape Hill, Smethwick",07903 998510,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nasis Restaurant & Buffet,"2426 Cape Hill, Smethwick",07391 646953,https://nasisrestaurant.co.uk/,restaurant,Monday: 2:00 – 11:00 PM,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 – 11:00 PM,Saturday: 2:00 – 11:00 PM,Sunday: 2:00 – 11:00 PM
Veggie Fellas,"152 High St, Smethwick",0121 558 4666,Not Available,restaurant,Monday: 4:00 – 9:00 PM,Tuesday: 4:00 – 9:00 PM,Wednesday: 4:00 – 9:00 PM,Thursday: 4:00 – 9:00 PM,Friday: 4:00 – 9:00 PM,Saturday: 12:00 – 9:00 PM,Sunday: 12:00 – 9:00 PM
Lele Takeaway,"639 Bearwood Rd, Bearwood, Birmingham, Smethwick",0121 429 6222,Not Available,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: Closed,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Veggie Punjabi,"28 Rood End Rd, Oldbury",0121 544 4100,http://www.veggiepunjabi.com/,meal_takeaway,Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 8:00 PM,Sunday: 9:00 AM – 8:00 PM
The Dog,"Warley, 8 Hagley Rd W, Smethwick",0121 429 2305,https://www.emberinns.co.uk/nationalsearch/eastandwestmidlands/the-dog-warley?utm_source=google&utm_medium=organic&utm_campaign=gmb,bar,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 10:00 AM – 12:00 AM,Saturday: 10:00 AM – 12:00 AM,Sunday: 10:00 AM – 11:00 PM
Smash N Sauce,"24-26 Cape Hill, Smethwick",0121 601 5148,http://www.smashnsauce.co.uk/,restaurant,Monday: 6:00 PM – 4:00 AM,Tuesday: 6:00 PM – 4:00 AM,Wednesday: 6:00 PM – 4:00 AM,Thursday: 6:00 PM – 4:00 AM,Friday: 6:00 PM – 4:00 AM,Saturday: 6:00 PM – 4:00 AM,Sunday: 6:00 PM – 4:00 AM
Kismet Indian Restaurant,"322 Bradford Rd, Birmingham",07941 252305,http://www.kismetindianrestaurant.com/,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 12:30 AM,Saturday: 5:00 PM – 12:30 AM,Sunday: 5:00 – 11:00 PM
Jolpai,"167-169 Station Rd, Birmingham",0121 785 2775,http://www.jolpaistechford.co.uk/,restaurant,Monday: 5:00 – 11:30 PM,Tuesday: 5:00 – 11:30 PM,Wednesday: 5:00 – 11:30 PM,Thursday: 5:00 – 11:30 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:30 PM
Hickory's - Castle Bromwich,"The Grn, Birmingham",0121 437 0421,http://www.hickorys.co.uk/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 11:00 PM
DESI DERA Alum Rock Road,"840-842 Alum Rock Rd, Birmingham",0121 327 1710,https://instagram.com/desidera_uk?igshid=YTQwZjQ0NmI0OA==,restaurant,Monday: 4:00 PM – 12:00 AM,Tuesday: 4:00 PM – 12:00 AM,Wednesday: 4:00 PM – 12:00 AM,Thursday: 4:00 PM – 12:00 AM,Friday: 4:00 PM – 12:00 AM,Saturday: 4:00 PM – 12:00 AM,Sunday: 4:00 PM – 12:00 AM
Shahi Masala Buffet Restaurant,"8 Burney Ln, Birmingham",0121 783 4121,http://www.shahimasala.com/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 1:00 – 10:00 PM
Lal Qela,"730-732 Alum Rock Rd, Birmingham",0121 328 8555,https://lalqela.co.uk/,restaurant,Monday: 4:00 PM – 12:30 AM,Tuesday: 4:00 PM – 12:30 AM,Wednesday: 4:00 PM – 12:30 AM,Thursday: 4:00 PM – 12:30 AM,Friday: 4:00 PM – 12:30 AM,Saturday: 4:00 PM – 12:30 AM,Sunday: 4:00 PM – 12:30 AM
Kabul Darbar Alumrock Road,"912 Alum Rock Rd, Birmingham",0121 783 1110,https://www.tripadvisor.co.uk/Restaurant_Review-g186402-d11926943-Reviews-,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 – 11:30 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
The Kingfisher Birmingham,"Heathland Ave, Shard End, Birmingham",0121 776 7107,Not Available,meal_takeaway,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 4:00 – 10:00 PM,Friday: 4:00 – 10:00 PM,Saturday: 4:00 – 10:00 PM,Sunday: 4:00 – 10:00 PM
Al-Omda,"891 Washwood Heath Rd, Ward End, Birmingham",0121 628 5221,https://www.alomda-online.com/,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
Desi Karahi,"762, 764 Alum Rock Rd, Birmingham",0121 328 5050,https://desi-karahi.com/,restaurant,Monday: 3:00 PM – 12:00 AM,Tuesday: 3:00 PM – 12:00 AM,Wednesday: 3:00 PM – 12:00 AM,Thursday: 3:00 PM – 12:00 AM,Friday: 3:00 PM – 1:00 AM,Saturday: 3:00 PM – 1:00 AM,Sunday: 3:00 PM – 1:00 AM
Chicks,"312 Kitt's Green Rd, Kitt's Green, Birmingham",0121 785 2111,https://chickskittsgreen.co.uk/2ogk,meal_takeaway,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
Kohinur Karahi & Steak House,"759-761 Alum Rock Rd, Birmingham",0121 448 6262,Not Available,restaurant,Monday: 2:00 PM – 2:00 AM,Tuesday: 2:00 PM – 2:00 AM,Wednesday: 2:00 PM – 2:00 AM,Thursday: 2:00 PM – 2:00 AM,Friday: 2:00 PM – 2:00 AM,Saturday: 2:00 PM – 2:00 AM,Sunday: 4:00 PM – 2:00 AM
McDonald's,"Garretts Green Ln, Kitts Green, Birmingham",0121 789 8405,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260493:Clicks:DIRSYN:,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
Toby Carvery Castle Bromwich,"Chester Road Castle Bromwich, Birmingham",0121 748 7675,https://www.tobycarvery.co.uk/restaurants/midlands/castlebromwichbirmingham?utm_source=google&utm_medium=organic&utm_campaign=gmb,restaurant,Monday: 8:00 AM – 11:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 10:30 PM
Shard End Balti,"221B Heath Way, Shard End, Birmingham",0121 749 1907,https://www.shardendbaltitakeaway.co.uk/,meal_takeaway,Monday: 5:30 PM – 12:00 AM,Tuesday: 5:30 PM – 12:00 AM,Wednesday: 5:30 PM – 12:00 AM,Thursday: 5:30 PM – 12:00 AM,Friday: 5:30 PM – 12:30 AM,Saturday: 5:30 PM – 12:30 AM,Sunday: 5:30 PM – 12:00 AM
Ling Tung,"98 Stechford Ln, Birmingham",0121 783 3785,http://www.lingtungtakeaway.co.uk/,meal_takeaway,Monday: 5:00 – 10:00 PM,Tuesday: Closed,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:30 PM,Saturday: 5:00 – 10:30 PM,Sunday: 5:00 – 10:00 PM
Rio's Piri Piri Hodge Hill,"Rios Piri Piri, 27 Coleshill Rd, Hodgehill, Birmingham",0121 789 7896,http://www.riospiripiri.co.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:30 – 11:00 PM
Pepe's Piri Piri,"354 Bradford Rd, Birmingham",0121 748 6572,https://pepes.order-now.menu/,meal_takeaway,Monday: 2:00 – 11:00 PM,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 – 11:00 PM,Saturday: 2:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
Signature Cuisine Caribbean Takeaway,"999 Alum Rock Rd, Ward End, Birmingham",07946 324078,Not Available,restaurant,Monday: 8:00 AM – 11:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 12:00 – 10:00 PM
Lahori Qalanders Curry and Kebab House,"23 Kitt's Green Rd, Stechford, Birmingham",0121 415 3940,Not Available,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
McDonald's,"Stechford Retail Park, Flaxley Pkwy, Stechford, Birmingham",0121 789 6398,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261234:Clicks:DIRSYN:,restaurant,Monday: 6:00 AM – 11:00 PM,Tuesday: 6:00 AM – 11:00 PM,Wednesday: 6:00 AM – 11:00 PM,Thursday: 6:00 AM – 11:00 PM,Friday: 6:00 AM – 11:00 PM,Saturday: 6:00 AM – 11:00 PM,Sunday: 6:00 AM – 11:00 PM
HotandCrusty,"17 Kitt's Green Rd, Birmingham",0121 786 2403,https://hotandcrustytakeaway.co.uk/Ldsu,meal_delivery,Monday: 2:30 PM – 2:30 AM,Tuesday: 2:30 PM – 2:30 AM,Wednesday: 2:30 PM – 2:30 AM,Thursday: 2:30 PM – 2:30 AM,Friday: 2:30 PM – 2:30 AM,Saturday: 2:30 PM – 2:30 AM,Sunday: 2:30 PM – 2:30 AM
Pizza Perfect Castle Bromwich,"123 Shawsdale Rd, Birmingham",0121 747 2121,https://pizzaperfect123.com/hyrq,meal_takeaway,Monday: 2:00 – 11:00 PM,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 – 11:00 PM,Saturday: 2:00 – 11:00 PM,Sunday: 2:00 – 11:00 PM
